tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
Ekasari Lukitawati genap sembilan tahun menjadi guru tidak tetap di SDLB Kota Tegal.  Sempat mengecap honor Rp 200.000 per bulan, kini ekonominya membaik berkat kebijakan Gubernur Jawa Tengah (Jateng) Ganjar Pranowo yang menggajinya Rp 2,3 juta.  #SahabatGanjar  https://t.co/Tra84z8eH7;-1;1;-1;-1
Disnakerin selanjutnya menunggu Surat Edaran Wali Kota Tegal terkait struktur skala upah untuk segera disosialisasikan. #publisherstory  https://t.co/WXHWr4SYJC;-1;-1;-1;-1
Di tegal (kota/kab) offline store yang jual Hanasui Boba edition di mana yaa? [tf]  https://t.co/Iy0UvPZpEP;-1;-1;-1;-1
[Tf] di kota Tegal / brebes ada yg jual kaos polos harga 10k atau 15k ga yah?;-1;-1;-1;-1
[tf] jam segini yg jual papeda di tegal kota dmna yaa;-1;-1;-1;1
[TF] mau nanya, toko onderdil mobil yang lengkap di daerahh kota tegal dimana yaa?;-1;-1;-1;-1
Dinkes Kota Tegal Mencatat Total 1.094 Kasus HIV-AIDS Sejak Tahun 2008 – Media Informasi Kesehatan  https://t.co/G32gBJEuaD;-1;-1;-1;-1
Rak Dinding Slim Minimalis 1 SET ISI 3PCS dengan potongan 40%! Hanya Rp31.000 - Rp34.900. Kota Tegal!  https://t.co/edcMxdTbzE;-1;-1;-1;-1
"[Tf] saranin tempat makan yg ""harus dicoba banget"" kalo lagi ke tegal dong, boleh kota ato kab, bingung mau bawa sodara jalan2 😅";-1;-1;-1;1
@rrrrrruto @mr99zack @gprltwgwsp @AbdillahUlul @jowoshitpost Brengsek malah debat sapa sing paling ngapak....tegal kota tak nyimak sampean pada tukaran len;-1;-1;-1;-1
Lampu PJU di Kota Tegal akan Dipadamkan Sebulan pada PPKM Level 3 Serentak  https://t.co/JQuEVYLM3O;-1;-1;0;-1
Kenaikan UMK mayoritas daerah di Jateng di bawah 1 persen. Hanya Sukoharjo, Kota Salatiga, Kota Magelang, Kota Tegal, dan Kota Surakarta yang kenaikannya di atas 1 persen. Serikat pekerja setempat menilai ini memilukan. #Nusantara #AdadiKompas @palingadit   https://t.co/ZUfN10pJ0X;-1;-1;-1;-1
Dinas Kesehatan Kota Tegal, Jawa Tengah mencatat dimulai Tahun 2008 sampai bulan Oktober 2021 sebanyak 1.094 kasus HIV-AIDS.  https://t.co/4D0o31Uguc;-1;-1;-1;-1
Perjalanan ini sudah sampai di kota tegal  https://t.co/emAfID010M;-1;-1;-1;-1
Maksud dan tujuan nya apa ya ini. Mohon pak gubernur bisa menegur walikota nya yg arogan ini... CC @ganjarpranowo . Alun alun kota Tegal akses jalanan ditutup juga. Masyarakat sekitar tidak bisa melintas.  https://t.co/OCTOfQyvjK;-1;-1;0;-1
Kota Tegal sinyal Smartfren aman nih fren @SF_Community_ @smartfrenworld   #kuotasultanhargateman  https://t.co/9iqIeAlJ6K;-1;-1;-1;-1
Jelang purna tugas dua personel Polres Tegal Kota menerima kenaikan pangkat pengabdian setingkat lebih tinggi dari Kapolri.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/FrGkEW7K4t;-1;-1;-1;-1
@FreyReinhartz @jawafess Kota Tegal ra enek ges, 2k pass;-1;-1;-1;-1
@FreyReinhartz @jawafess Kota tegal gak ono? 👀;-1;-1;-1;-1
ada yg dom kab/kota tegal? -upnjog;-1;-1;-1;-1
Protes Portal Alun-alun Kota Tegal, Warga Bongkar Paksa  https://t.co/uvaNAV1ZUq;-1;-1;-1;-1
[Tf] Di tegal kota/brebes yg jual celana chinos big size dimana yak?;-1;-1;-1;-1
Simak lengkapnya di website KPU Kota Tegal  https://t.co/Nlz0MQAPeK  #KPUMelayani;-1;-1;-1;-1
KPU Kota Tegal kembali menyelenggarakan Rapat Internal Daftar Pemilih berkelanjutan untuk bulan November 2021 pada Selasa (30/11 ). Rapat tersebut dihadiri oleh Komisioner KPU , Pejabat Struktural, dan Operator Sidalih KPU Kota Tegal.  https://t.co/Vczwbnja0O;-1;-1;-1;-1
Tegal Kota Bahari Nyari warteg kharisma bahari engga ada sama sekali. Padahal frinchisenya di Jabodetabek banyak banget;-1;-1;-1;1
34. Kota Pekalongan Rp 2.156.213,77  35. Kota Tegal Rp 2.005.930,52;-1;-1;-1;-1
27. Kabupaten Pemalang Rp 1.940.890,41  28. Kabupaten Tegal Rp 1.968.446,34  29. Kabupaten Brebes Rp 1.885.019,39  30. Kota Magelang Rp 1.935.913,27  31. Kota Surakarta Rp 2.035.720,17  32. Kota Salatiga Rp 2.128.523,19  33. Kota Semarang Rp 2.835.021,29;-1;-1;-1;-1
Jelang purna tugas dua personel Polres Tegal Kota menerima kenaikan pangkat pengabdian setingkat lebih tinggi dari Kapolri. Dari pangkat semula, Ajun Komisaris Polisi ( AKP) menjdai Komisaris Polisi (Kompol) dan Inspektur Polisi Satu (Iptu) menjadi Ajun Komisaris Polisi (AKP).  https://t.co/WQSPo55ZqB;-1;-1;-1;-1
"Salam Presisi Salam Sigap Polantas Hadir  Halo Sobat Polri... Live Report Kasatlantas Polres Tegal Kota. Melaporkan situasi arus Lalu Lintas dari Simpang Jalan Gajah Mada Kota Tegal. Situasi arus lalu lintas ramai lancar, dengan dominasi kendaraan R4 &amp; R2.   Dihimbau Kepada  https://t.co/qrvbjxOoYT";-1;-1;-1;-1
[TF] ges ada yg tau nomor tukang pijat yg bisa dipanggil kerumah wilayah tegal kota?;-1;-1;-1;-1
Tegal, Kota seribu warteg  https://t.co/DZOJG7u7gd;-1;-1;-1;1
@tegalfess Tolong dong jgn bawa2 HS di base ini, khawatirnya membuat stigma yg kesannya dah umum HS di kota tegal, mana kota gua lagi.;-1;-1;-1;-1
Kapolres Tegal Kota Beserta Staf dan Bhayangkari Mengucapkan Dirgahayu Polairud ke-71  @divisihumaspolri  @humas_poldajateng  @polairudtegalkota  @sat.polairtegalkota  https://t.co/yXytrLX29K;-1;-1;-1;-1
PPKM Level 3 Serentak pada Nataru, Sejumlah Ruas Jalan di Kota Tegal akan Ditutup   https://t.co/xu5rcFwD8r;-1;-1;1;-1
VIRAL VIDIO PROTES WARGA , PORTAL ALUN ALUN KOTA TEGAL  https://t.co/FMcsaCdFPC via @YouTube;-1;-1;1;-1
Warga Bongkar Paksa Portal Sebagai Ungkapan Protes Atas Penutupan Alun-alun Kota Tegal  https://t.co/5gaLW3ShqW;-1;-1;0;-1
Ayo Vaksinasi dan tetap patuhi Protokol Kesehatan !!! . Bersama Kita Cegah Penyebaran Covid-19. . #kotategal #cegahcovid #ayovaksinlur @humas_poldajateng @humas_polresta_tegal @kang_mix  https://t.co/POd2NnMVZh;-1;-1;-1;-1
@txtdrjkt Smua kereta ga hny krl , kereta jarak jauh juga sama pd naik di atas , paling inget naik kreta Tegal Arum tujuan Cirebon dr St Kota penuh desak2an dan ad yg naik diatas di St Jatinegara udh diingetin dan terjdilah pd jatuh smpe ad yg hilang kaki ny sebtas betis;-1;-1;0;-1
Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal  https://t.co/qSomHekDKe;0;-1;-1;-1
Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal  https://t.co/o9AdiTe7HU;0;-1;-1;-1
Sejumlah ruas jalan di Kota Tegal akan ditutup pada masa libur Natal dan Tahun Baru (Nataru) 2022 untuk membatasi mobilitas masyarakat. #publisherstory  https://t.co/1TD3lq52CM;-1;-1;1;-1
@octcrepscl @penasedu @sia_ripp @tegalfess Mumpung masih di tegal besok mau terbang ke kota kembang😭;-1;-1;-1;-1
[tf] fess, vaksin di dinkes kota Tegal 24 jam yah???;-1;-1;-1;-1
Kategori Pengelolaan JDIH Terbaik 2021. Penghargaan diberikan kepada: KPU Kota Tegal sebagai terbaik I KPU Kab. Karanganyar sebagai terbaik II KPU Kab. Magelang sebagai terbaik III KPU Kab. Cilacap sebagai terbaik IV KPU Kab. Rembang sebagai terbaik V.  https://t.co/zrG0BqyHwk;-1;-1;-1;-1
Kategori Pelaporan Kartu Kendali SPIP terbaik 2021. Penghargaan diberikan kepada: KPU Kota Salatiga sebagai terbaik I  KPU Kab. Karanganyar sebagai terbaik II KPU Kab. Banyumas sebagai terbaik III KPU Kota Tegal sebagai terbaik IV KPU Kab. Kendal sebagai terbaik V.  https://t.co/w24kiGJYAb;-1;-1;-1;-1
[tf] ada yang tau ga di tegal kota yang jual manik2 kaya gini dimanaan? tia  https://t.co/lfXrvBg9Gu;-1;-1;-1;-1
[tf] Temen Temen info kosan/home stay perhari yg full fasilitas (terutama ada wifi) dan harganya juga yg terjangkau dong untuk daerah Tegal Kota, Makasihhhh🥰;-1;-1;-1;-1
[TF] toko hijab yang jual paris premium sekitar tegal kota sama tegal kabupaten selain di hindun, aliza, dan almadina dimana ya guys? Bagi infonya dong. Terima kasih;-1;-1;-1;-1
Ada warga Jalan Anyer, Kota Bandung, yang kehilangan rumah pasca penertiban oleh PT  KAI. Selain itu, ada pula masyarakat Kota Batu dan Kabupaten Tegal yang terpaksa mengungsi akibat rumahnya yang terendam banjir.  https://t.co/mfWvy78vW8;-1;-1;0;-1
(30/11) Hari terakhir pemantapan dan peningkatan pendidikan politik bagi masyarakat dilaksanakan di Kecamatan Margadana.  Kesbangpol Kota Tegal menggandeng Fisip Universitas Pancasakti, KPU dan Bawaslu Kota Tegal dengan masing masing narasumber Drs. Sri Sutjiatmi MSi, Drs Thomas  https://t.co/5UEDXebXzf;-1;1;-1;-1
*Kalapas Brebes Menerima Baik Kunjungan Kepala BNN Kota Tegal, Wujud Sinergitas yang Terjaga*  *Humas Lapas Brebes* _Ringan Mencerdaskan_  #KumhamPasti #Pemasyarakatan #LapasBrebesBersinar #WarOnDrugs #P4GN  https://t.co/ghwaIPTme4;-1;-1;1;-1
Pemkab Tegal Kunjungi Kota Bandung untuk Pelajari Tata Kelola Pemerintahan, Sekda Tegal: Pelajari dan Meniru  https://t.co/trrffe0Xzt;-1;-1;-1;-1
"Rumah Aspirasi Husni Center  menyerahkan bantuan kepada penerima manfaat ""Forum Keserasian Sosial Anti Kekerasan"", yang terdiri dari berbagai kumpulan unsur kepemudaan di Tegal Rejo, Kota Medan, Sumatra Utara, pimpinan Ibu Mirna,";-1;-1;-1;-1
[Tf] cafe daerah tegal kota - adiwerna yang tempatnya enak trs harganya murce dimana yah?;-1;-1;-1;1
Sebagai bentuk apresiasi dari kesatuan terhadap kinerja optimal yang telah ditunjukkan oleh para personel, Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S.  memberikan penghargaan kepada sejumlah personel yang berprestasi. .  https://t.co/WiOqB8TYZ9;-1;1;-1;-1
[TF] Info pembuatan nama dari sterofoam yang sehari jadi di tegal kota, please. Urgent  https://t.co/FStlkgExzK;-1;-1;-1;-1
Sebagai bentuk apresiasi dari kesatuan terhadap kinerja optimal yang telah ditunjukkan oleh para personel, Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S.  memberikan penghargaan kepada sejumlah personel yang berprestasi. .  https://t.co/LMwtODoaTy;-1;1;-1;-1
[TF] Saran cafe di Tegal kota yang enak buat me time, yang ada slice cake, yang manis-manis. Teru cafenya comfy gitu~ Makasih 😇💖;-1;-1;-1;1
@jntexpressid @jntexpressid halo min, saya kirim paket JP9697750475 dari Tegal ke Bekasi Kota dari tanggal 18 belum sampe? Tolong diproses untuk pengantaran. Sudah lewat dari tenggat waktu pengiriman;-1;-1;0;-1
Majelis Ta’lim Wal Dzikir Al Muzammil menyelenggarakan pengajian di kediaman Majelis Syariah DPW PPP Provinsi Jawa Tengah, Jalan Arjuna no.120, Slerok, Tegal Timur Kota Tegal, Senin (29/11) malam.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/i1bkyWUdkK;-1;-1;-1;-1
Wali Kota Tegal Mendapat Anugerah dari Radar Tegal sebagai Inspirator Pembangunan Kota  https://t.co/nfFBEmfAbu;-1;-1;-1;-1
Wali Kota Tegal Pimpin Upacara HUT Ke-50 Korpri 2021  https://t.co/BqNDc6drHX;-1;-1;-1;-1
(29/11) Memeriahkan HUT Korpri yang ke 50, KPU Kota Tegal melaksanakan bakti sosial dengan membagikan masker dan handsanitizer pada warga di sekitar alun- alun dan lapangan Pancasila Kota Tegal.  https://t.co/ARzVhMFWLw;-1;-1;-1;-1
Simak lengkapnya di IG KPU Kota Tegal ya.  #KPUMelayani #bakohumaskpujateng;-1;-1;-1;-1
(29/11) Pendidikan Politik bagi Masyarakat kembali dilaksanakan di Kecamatan Tegal Barat.   Masih bersama Kesbangpol Kota Tegal yang menggandeng akademisi Fisip Univerrsitas Pancasakti Kota Tegal, KPU Kota Tegal dan Bawaslu Kota Tegal.  https://t.co/l1Iqh9PTrV;-1;1;-1;-1
Warga memprotes kebijakan Pemerintah Kota (Pemkot) Tegal, Jawa Tengah yang menutup kompleks Alun-alun dengan portal.  https://t.co/wskmIZv7N4;-1;-1;0;-1
🌈 PANTAI MUARA ANYAR 🏖️ Kel. Muarareja kec. Tegal barat KOTA TEGAL , berharap adanya dukungan dan respon dari dinas terkait untuk kemajuan daerah maupun lingkungannya 🙏 @sandiuno @ganjarpranowo @disporaparjtg @PemkotTegal @pariwisatategal  https://t.co/gO9Te4ngMI;1;-1;0;-1
Penutupan akses keluar masuk menuju Alun-alun dan Jalan Pancasila Kota Tegal saat malam hari diprotes warga setempat. Bahkan mereka mengancam gugat class action Pemkot Tegal. #publisherstory  https://t.co/8vPb5VxZLb;1;-1;0;-1
Jalan ke Alun-alun Tegal Ditutup, Ambulans Terhalang, Warga Kritis Meninggal  #kota #tegal  https://t.co/G1btM3CbO1;1;-1;0;-1
Simak lengkapnya di IG KPU Kota Tegal ya.#KPUMelayani #bakohumaskpujateng;-1;-1;-1;-1
Giat pagi smpe siang hari ini relawan peduli tegal melakukan penggalangan dana utk korban banjir di daerah Garut, titik lokasi  penggalangan dananya di  Pantai Alam Indah kota tegal bersinergi dengan Trc tegal bersatu dan BNPB serta RMB (Relawan Mutiara Bahari)  https://t.co/hcEwmQttIF;1;-1;-1;-1
Apel Pagi memperingati HUT Korpri Ke-50 yang di Ikuti seluruh ASN dan PPNPN Kantor Pertanahan Kota Tegal.  .  #ATRBPNSenangMemudahkan  #ATRBPNKiniLebihBaik  #ATRBPNjateng  https://t.co/iI6hgBbzVL;-1;-1;-1;-1
(29/11) Mengawali minggu terakhir di bulan November, KPU Kota Tegal beserta jajarannya melaksanakan apel pagi sekaligus memperingati hari Korpri yang ke 50 secara daring.   Hadir sebagai pembina apel Ketua KPU Kota Tegal Elvi Yuniarni, SH.  #KPUMelayani  https://t.co/yEWBluRgOr;-1;-1;-1;-1
Dijual! HONDA NEW PCX 150 CBS Harga Rp 28.900.000 TDP Rp 2.890.000 Cicilan mulai dari Rp 1.149.000  Tahun 2020 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor matic lainnya di sini  https://t.co/fd1ASBaRHB  #PakeMomotor  https://t.co/OOCQR96sIH;-1;-1;-1;-1
@jntexpressid halo min, saya kirim paket JP9697750475 dari Tegal ke Bekasi Kota dari tanggal 18 belum sampe? Tolong diproses untuk pengantaran. Sudah lewat dari tenggat waktu pengiriman;-1;-1;-1;-1
"Penyerahan Piala Penyaji Terbaik I,II,III Event Bersama Sapta Mitra Pantura Tahun 2021, sekali lagi kami mengucapkan selamat dan terimakasih atas partisipasinya ; 1. Kab Pemalang 2. Kota Pekalongan 3. Kab Tegal #JatengGayeng #EventBersamaSampan  https://t.co/cNMwERidaC";-1;-1;-1;-1
Belasan Warga Geruduk Kantor Pengembang Perumahan di Kota Tegal, Ada Apa?  https://t.co/pyCBrpeGHr #pengembangperumahan;-1;-1;0;-1
Raimuu asu geh 🤣🤣🤣  Fix ini kalo ga orang Brebes wilayah Ketanggungan..ya wilayah Tegal kota 🤣;-1;-1;-1;-1
[tf] scalling gigi sama nambal gigi area tegal kota dg harga bersahabat dimana ya gais?;-1;-1;-1;-1
Singgung PKI, Pemuda Pancasila Kota Tegal Tuntut Junimart Girsang Minta Maaf   https://t.co/ncgeH8C28x;-1;-1;-1;-1
Baru saja mengirim foto @ Perumahan Elite Taman Sejahtera Kota Tegal  https://t.co/MfkN9LsGnr;-1;-1;-1;-1
Dijual! HONDA CRF 150L  Harga Rp 31.400.000 TDP Rp 3.140.000 Cicilan mulai dari Rp 1.279.000  Tahun 2020 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor sport lainnya di sini  https://t.co/1Gj73GbJW6  #PakeMomotor  https://t.co/uAJr4lFSdn;-1;-1;-1;-1
Tuntut Junimart Girsang Minta Maaf, Pemuda Pancasila Kota Tegal Singgung Isu PKI  https://t.co/73csOuzNpC;-1;-1;-1;-1
Tuntut Junimart Girsang Minta Maaf, Pemuda Pancasila Kota Tegal Singgung Isu PKI  https://t.co/BW942iWGdi;-1;-1;-1;-1
Masyarakatkan Electrifying Lifestyle, PLN UP3 Tegal Kampanye Keliling Kota  https://t.co/8sPChaS0Co  https://t.co/K8l6H2VPH9;-1;-1;-1;-1
Anggota DPR RI Paramitha Widya Kusuma mengemukakan, pihaknya sangat menyambut baik lokakarya yang diikuti oleh para peserta dari berbagai radio dan televisi lokal yang ada di Kabupaten Brebes, Kabupaten Tegal dan Kota Tegal.   https://t.co/TBx4KSpF68 #pdiperjuangan;-1;-1;-1;-1
Komunikasi sosial dengan warga masyarakat terus dilakukan oleh Babinsa Koramil 04/Danurejan guna mempererat tali silaturahmi dan mewujudkan kemanunggalan TNI bersama rakyat. Seperti halnya dilakukan Serma Agapitus Rukiyanto, Babinsa Tegal Panggung, Danurejan, Kota Yogyakarta.  https://t.co/AyNGW0asGQ;-1;-1;-1;-1
Kapolres Tegal Kota Ajun Komisaris Besar Polisi Rahmad Hidayat, S.S, menghadiri kegiatan upacara dalam rangka memperingati Hari Korps Pegawai Republik Indonesia (Korpri) ke-50 tingkat Kota Tegal bertempat di Lapangan Tegal Selatan Kota Tegal. .  https://t.co/L1UYHP5tYZ;-1;-1;-1;-1
@lampungbase ms town, tegal mas pantai sebalang metro kota  https://t.co/L6UgiIvS8Q;-1;-1;-1;-1
Dijual! YAMAHA NEW AEROX 155 C ABS Harga Rp 25.500.000 TDP Rp 2.550.000 Cicilan mulai dari Rp 1.017.000  Tahun 2021 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor matic lainnya di sini  https://t.co/fd1ASBssz9  #PakeMomotor  https://t.co/ZhqXlblDs4;-1;-1;-1;-1
Kapolres Tegal Kota Beserta Staf dan Bhayangkari Mengucapkan Dirgahayu Koran Radar Tegal ke 21 Tahun  @divisihumaspolri  @humas_poldajateng  https://t.co/o1G2SUYdHo;-1;-1;-1;-1
Kapolres Tegal Kota Beserta Staf dan Bhayangkari Mengucapkan Dirgahayu Koran Radar Tegal ke 21 Tahun  @divisihumaspolri  @humas_poldajateng  https://t.co/StTcMc39rF;-1;-1;-1;-1
DED Saluran Kompleks Alun-alun Kota Tegal... (29/Nov) , trend - #StrayKidsComeback #tender #lelang  https://t.co/SocE4M9xUf;1;-1;-1;-1
Kapolres Tegal Kota Beserta Staf dan Bhayangkari Mengucapkan Dirgahayu KORPRI ke 50 Tahun  @divisihumaspolri  @humas_poldajateng  @mulmedpoldajtg  @korpri_polri  https://t.co/7zbcMNqm4S;-1;-1;-1;-1
Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/o59YXF2142;-1;-1;-1;-1
Kapolres Tegal Kota Beserta Staf dan Bhayangkari Mengucapkan Dirgahayu KORPRI ke 50 Tahun  @divisihumaspolri  @humas_poldajateng  @mulmedpoldajtg  @korpri_polri  https://t.co/8Y5PdcsWkn;-1;-1;-1;-1
Senam Sehat Tumpah Ruah Penuhi Taman Pancasila Kota Tegal  https://t.co/WBdi6XV2HW;1;-1;-1;-1
- Panti Asuhan Putri Aisyiyah Kota Tegal 010101005388508 BRI an. Panti Asuhan Putri Aisyiyah  - Panti Asuhan Putra Yayasan Muhammadiyah Kota Tegal 010101010797506 BRI an. PAY muhammadiyah kota tegal  https://t.co/DZWZ8aMSqf;-1;-1;-1;-1
Seperti tangkai berduri, ada hal yang mungkin bisa kamu sentuh tapi tidak bisa untuk kamu genggam. @ Teras Tegal Brakseng Kota Batu  https://t.co/DlN2SlHVvM;-1;-1;-1;-1
Yuk dukung program kebaikan NU Care-LAZISNU Kota Tegal melalui :  Mandiri 1390015920634 a.n Lazisnu Kota Tegal Bank Jateng 3004089277 a.n LAZISNU KOTA TEGAL  Narahubung 082226197798  #NUCare #LAZISNU #NUPeduliBencana #Banjir #DapurUmum  https://t.co/91nbNynquZ;-1;-1;-1;-1
@skfess Tegal kota bahariii nieehh;-1;-1;-1;-1
Ada banyak jenis makanan dan jajanan beragam di Kota Tegal. Mulai yang berkuah atau yang kering #tegalfoodie;-1;-1;-1;1
@tegalfess Dinkes kota tegal nder;-1;-1;-1;-1
"@tegalfess Pasti kamu tegal kota nder :""";-1;-1;-1;-1
[tf] Info loker buat cewe area Tegal kota ada??? Makasihh;-1;-1;-1;-1
Koran Radar Tegal menganugerahi Wali Kota Tegal, H. Dedy Yon Supriyono penghargaan “Inspirator Pembangunan Kota”.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/OlQYNeUMse;-1;-1;-1;-1
Sertifikasi Pengemudi Angkutan Barang Umum oleh Kementrian Perhubungan bekerjasama dengan KNKT, PKTJ Tegal dan Dinas Perhubungan Kota Semarang.  https://t.co/ouMVFZspwB;-1;-1;-1;-1
Tiga Pilar Kota Tegal terus bahu membahu bersama seluruh elemen bangsa menghadapi Pandemi COVID-19, salah satunya dengan melakukan Door To Door kerumah warga yang belum melaksanakan vaksinasi guna mendukung upaya Vaksinasi Nasional. . #ayovaksinlur  #ayovaksìncovid19  https://t.co/1XNsfYv0Am;-1;-1;-1;-1
Satsamapta Polres Tegal Kota dibawah kendali Iptu Bambang Sri Diartono, SH melaksanakan patroli KRYD untuk menjaga kondusifitas wilayah dan pendisiplinan protokol kesehatan terhadap masyarakat sebagai upaya memutus rantai penyebaran virus Covid 19 di Kota Tegal. .  https://t.co/ORYrTyuQIN;-1;-1;-1;-1
[tf] ada yang punya kenalan / kontak jasa pijat capek untuk laki2 yang bisa dipanggil ke rumah gak yaa? Untuk daerah kota Tegal, suwun;-1;-1;-1;-1
@herlina97_ Km mending ke pasar njir.. aku dipaksa ikut ke tegal kota.. aku dari brebes.. 1jam an otw mampusss😭😭;-1;-1;-1;-1
[TF] Lur beli bola pingpong, kain wol sama kain nilon dimana ya ? Daerah kota tegal lur. Makasih;-1;-1;-1;-1
Semoga @Dzawinur dan @wiranagara besok2 ada event stand up di Tegal, biar aku ga usah keluar kota gitu loh 🥴;1;-1;-1;-1
"Wali Kota juga minta ASN Kota Tegal benar-benar memberi perhatian kepada pelaku IKM. ""Seragam kerja hari selasa harus mulai dipikirkan untuk memakai batik Tegal, jangan batik dari daerah lain.  https://t.co/Cvrg8xsfRp";-1;-1;-1;-1
Gelar Produk kali ini menampilkan produk-produk pelaku IKM Kota Tegal yang terbagi dalam 4 divisi, yaitu logam dan furnitur, kuliner, kriya dan aneka, serta fashion dan tekstil.;1;-1;-1;-1
"Kepala Disnakerin Kota Tegal, Heru Setyawan sbg penyelenggara menyampaikan bahwa Gelar Produk ini bukan sekedar tempat untuk berjualan, tetapi terutama sebagai ajang pembuktian diri IKM Kota Tegal apakah sudah berhasil meningkatkan ""value added"" produknya dlm kurun satu tahun ini  https://t.co/QhVmNGkTeM";-1;-1;-1;-1
"KEPALA KEPOLISIAN RESOR TEGAL KOTA Beserta Staf dan Bhayangkari  Mengucapkan : Dirgahayu Ke-47 Gegana Korps Brimob Polri ---------------------------------------- ""Profesionalisme Gegana, Untuk Indonesia Maju"" -----------------------------------------  https://t.co/IVG1Yzu2Ht";-1;-1;-1;-1
Demikian disampaikan oleh Wali Kota Tegal, Dedy Yon, dalam pembukaan Gelar Produk IKM Kota Tegal Tahun 2021 bertempat di Halaman GOR Tegal Selatan, Sabtu sore (27/11). Acara ini akan berlangsung selama 3 hari, sampai dengan hari Senin 29 November 2021,;-1;-1;-1;-1
GELAR PRODUK SEBAGAI AJANG PEMBUKTIAN DIRI IKM KOTA TEGAL  Pelaku IKM sudah cukup lama terdampak pandemi. Sekarang saatnya untuk memulihkan ekonomi masyarakat, dengan langkah-langkah serius, kreatif dan inovatif, yang pelaksanaannya tetap harus selaras dengan penanganan pandemi.  https://t.co/qFAPGe524U;-1;-1;-1;-1
