Column1;date;username;tweet;location;label
87;16/12/2022 10:59;MeifddyMukuan;Anies Baswedan sudah Dinyatakan pemimpin GAGAL #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/uo97LWsrld;ACEH;0
88;16/12/2022 01:39;Mas_igi;@denyspam @aniesbaswedan Wah...pelanggaran ini  https://t.co/WKlNGz3n3l;ACEH;0
89;15/12/2022 20:57;hm_dermawanzain;"@ruhutsitompul Nanti @aniesbaswedan jadi Presiden ; kau jilat p@nt@tnya ! Dulu kau rendahkan @jokowi  Begitu Jokowi jadi Presiden , kau sibuk menjilat nya ! Sayang tehnik jilatan kau kasar , sehingga kau nggak dianggap apa apa oleh Jokowi ! Kutu loncat seperti kau kan cuma bisa menggigit 😛😂🤣";ACEH;0
90;15/12/2022 19:54;BudiHar74845311;@_PointBroo__ Nis...@aniesbaswedan , saking ngebetnya pengen jd Presiden, dirimu itu terlalu PD bilang dirimu Presiden. Apa krn kebanyakan NGELEM AIBON makanya HALU terus. Calon aja belum tapi sdh teriak² macem org gila lu. Ntar PT aj blm punya sdh teriak. Ntar gila beneran lu Anies 🤣🤣🤣;ACEH;0
91;15/12/2022 16:10;PerluTukang;Orderan Hari Ini Dari Wilayah Sumatera Utara 📌  #ridwankamil #jawabarat #edyrahmayadi #sumaterautara #medan #aniesbaswedan #jakarta #viral #explorepage #trending #explore #instagram #like #follow  https://t.co/lsAMoZhmXM;ACEH;1
92;15/12/2022 12:19;Earleen98211194;@KozukoVm tolak politik anies baswedan yang didukung radikal di seluruh indonesia #HTIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan;ACEH;0
93;15/12/2022 10:05;danialzanif;Jakarta hancur ditangan Anies Baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/7Y8fl86NtB;ACEH;0
94;15/12/2022 10:03;danialzanif;Anies Baswedan capres gagal   #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/OTipLAKAbm;ACEH;0
95;15/12/2022 09:56;siagiansulben;Hebatnya @aniesbaswedan sbgi capres dia pny identitas!. Pendukungnya jg jelas identitasnya. Yg tak jelas identitasnya adlh org2 yg minta pemilu ditunda lalu mau tambah jbtn 2 thn! Atau org2 yg minta 3 periode. Udah identitastas tak jelas, melanggar konstitusi pulak! @NasDem;ACEH;0
96;15/12/2022 09:28;bordie23;Anies Baswedan menunjukkan KEBODOHANNYA pada masyarakat #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/LACAGSAZDR;ACEH;0
97;15/12/2022 05:32;Gundong7;@RaniKancana__ @NasDem @aniesbaswedan  https://t.co/G58NglZ0pE;ACEH;0
98;14/12/2022 16:51;aceng134523419;@_LOVE_AG4EVER @aniesbaswedan @jokowi Ibu dan anak sm saja;ACEH;0
99;14/12/2022 13:01;bordie23;AHy Anies Baswedan manusia Gagal #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung #DemokratKoruptor #AHYbaukencur  https://t.co/FV2Le1ufoE;ACEH;0
100;14/12/2022 12:43;MeifddyMukuan;Ini karakter Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/7FpmuZEsFP;ACEH;0
101;14/12/2022 12:43;MeifddyMukuan;Anies Baswedan. Dijadikan Marketing untuk naikan suara NASDEM #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/uOCYTRemgL;ACEH;0
102;13/12/2022 23:08;JailaniSiron;@Yurissa_Samosir Tidak perlu lempar kaos dan makanannya antusias warga yang luar biasa di mana mana daerah yang dikunjungi Anies Baswedan;ACEH;0
103;13/12/2022 19:36;indrahwk;@STresnowat1 @aniesbaswedan Klau @jokowi  kalian anggap nggak becus urus negara,lantas apakah @aniesbaswedan  becus urus dki yg lebih kecil,kalian sehat???;ACEH;0
104;13/12/2022 19:05;nitaanjani96;@AjaOning @Akhwat16656603 @jokowi @aniesbaswedan @oki_setiana @KingSalman @AbdulazizSNA @abdulsomad_fans @ustadzsyafiq;ACEH;1
105;13/12/2022 14:32;siagiansulben;Ngeri sy liat gelombang dukung @aniesbaswedan  yg kian bnyk di tiap daerah dia singgahi. Dlm hati bs sj gelombang itu  jd tsunami yg akan menenggelamkan org2 yg coba menghalanginya. Soalnya sy takt menilai rkyt skrg dlm keadaan baik2 saja. Yg sy tau rkyt dah muak pd kebohongan.;ACEH;0
106;13/12/2022 14:24;JailaniSiron;@aniesbaswedan @nurhadi86165336 Cebong pasti iri melihat nya;ACEH;0
107;13/12/2022 14:20;JailaniSiron;@aniesbaswedan @nurhadi86165336 @DKIJakarta Semoga Allah permudahkan segala urusan Aamiin YRA;ACEH;1
108;13/12/2022 13:39;JailaniSiron;@Kimi58486332 @aniesbaswedan Anies Baswedan memang orang yang sangat santun tidak masalah walaupun dipermalukan didepan mata publik semoga Allah SWT membalasnya;ACEH;0
109;13/12/2022 13:36;JailaniSiron;@Balyanur Mempermalukan orang didepan orang-orang ramai suatu saat nanti Allah SWT akan merasakan sakit terlebih dari yang dirasakan oleh Anies Baswedan sekarang Allah SWT tak pernah tidur;ACEH;0
110;13/12/2022 12:04;Block13_Madura;"BUZZER JEMBUT.... Sampai ke Jembut @aniesbaswedan Buzzer tahu. Kelebihan bayar &amp; kelebihan konsumsi kencing onta.😁😁😁😁";ACEH;0
111;13/12/2022 11:53;Block13_Madura;Kabarnya petugas yg pakai jas itu adalah Buzzer @aniesbaswedan yg bernama @bachrum_achmadi 🤣🤣🤣;ACEH;0
112;28/12/2022 06:54;tatagyes;@BosPurwa @aniesbaswedan Indonesia masih punya banyak orang baik. Orang baik itu yg akan menjadikan Indonesia lebih baik dan maju.;BALI;1
113;27/12/2022 13:27;ematufyta;Anies baswedan terlibat kontrak politik dgn HTI #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/3uWG13PfvL;BALI;0
114;26/12/2022 22:05;TuguYahya;@NathanaelPoetra @NasDem @aniesbaswedan  https://t.co/FXlh1JAwnO;BALI;0
115;26/12/2022 22:03;TuguYahya;@NathanaelPoetra @NasDem @aniesbaswedan Hahahahha;BALI;0
116;26/12/2022 20:22;ShaaShaSuliXO;@aniesbaswedan @NasDem Ingin hadiah2 yang dimaksud dalam gambar ini pak @aniesbaswedan .🙏🙏🙏🤪😂😀😁😊❤🇮🇩  https://t.co/uqupQWuUmo;BALI;1
117;26/12/2022 20:13;ShaaShaSuliXO;@aniesbaswedan @NasDem @NasDem_Sulsel77  https://t.co/CWKGtYTVAr;BALI;0
118;26/12/2022 19:32;Mallorycutja;Buruk Rekam Jejak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/cURa8IVvUx;BALI;0
119;26/12/2022 17:05;BrunoRobles872;Balada Safari Politik Anies Baswedan Ditolak Dimana-mana  #BapakPolitikIndentitas #AniesNasdemOut  https://t.co/pJTOrCQb6l;BALI;0
120;26/12/2022 12:13;tikusmedsos;Anies Baswedan bapak politik identitas #HTIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem  https://t.co/XUU7Tcjppl;BALI;0
121;25/12/2022 19:56;martajasa0811;@aniesbaswedan Innalillahi wainnailaihi roji'un.... Semoga beliaunya husnul khatimah... Al-fatihah... Aamiin YRA 🙌🙏;BALI;0
122;25/12/2022 16:36;HasanGazali6;@caul_tanjung @aniesbaswedan  https://t.co/wL3XMGQzzL;BALI;0
123;25/12/2022 16:09;HasanGazali6;@R_min80 @aniesbaswedan Kau tahu ...... yg bikin  buzzeRp, biar seolah relawan Anis yg bikin, lalu di share Itulah cara PKI adu dimba dan fifnah, rakyat faham betul;BALI;0
124;25/12/2022 13:22;Mallorycutja;Anies Baswedan Kerjanya Hanya Merangkai Kata #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/a4PpCaWSIY;BALI;0
125;25/12/2022 13:21;Mallorycutja;Anies Baswedan Mantan Gak Bener Mau Jadi Presiden #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/ycjEQBrJFS;BALI;0
126;25/12/2022 12:37;ganjaristbali;𝐏𝐄𝐌𝐈𝐋𝐔 𝟐𝟎𝟐𝟒 𝐀𝐃𝐀𝐋𝐀𝐇 𝐌𝐎𝐌𝐄𝐍𝐓𝐔𝐌 𝐊𝐄𝐌𝐄𝐍𝐀𝐍𝐆𝐀𝐍 𝐆𝐀𝐍𝐉𝐀𝐑 Dalam survei, nama Ganjar Pranowo lagi-lagi menempati posisi teratas dengan angka 31,7 %, terpaut jauh dari Anies Baswedan (23,9%) dan Prabowo (23%  #ganjarpranowo #ganjar_pranowo #ganjarkita  https://t.co/4yygtL9cPA;BALI;0
127;25/12/2022 11:19;KimNana45945976;Anies Baswedan mantan gk bener mau jadi presiden #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/LGHocjXWw7;BALI;0
128;25/12/2022 11:10;KimNana45945976;Deal deal-an Anies Baswedan dan Rizieq #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/9JSlMphIMH;BALI;0
129;25/12/2022 11:09;KimNana45945976;Anies Baswedan penjual NKRI ke ormas terlarang #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/MxUjwwKlX1;BALI;0
130;25/12/2022 04:53;HasaniHasanudin;Mungkin Hasani gak bisa baca, gak usah ganti baju, Kang Dede: Anies Baswedan Gubernur DKI Terburuk Sepanjang Sejarah!   https://t.co/x0zaQ58OB5;BALI;0
131;24/12/2022 19:25;GlennHarold1;@R_min80 @aniesbaswedan Wowwwwww @aniesbaswedan berbohong lagi???🤔🤔🤔;BALI;0
132;24/12/2022 17:05;PetraSaurusss;@anjarsumawi @bedjho_ @jokowi @aniesbaswedan @puanmaharani8 Masyaolo wkwkwkwkwk;BALI;0
133;24/12/2022 13:24;HasaniHasanudin;[Cek Fakta] Amerika Serikat Jagokan Anies Baswedan jadi Presiden Indonesia? Ini Faktanya  https://t.co/Ebcs43xWWH;BALI;0
134;24/12/2022 13:01;HasanGazali6;@Quvvatt @rahmani_ima @aniesbaswedan Gasah diladenin, dia asal njeplak aja;BALI;0
135;24/12/2022 13:01;HasanGazali6;"@rahmani_ima @Gilar1990 @aniesbaswedan Data dati mana ""persoalan baru""  Omong yang bagus, coba ke Bogor, study sana soal sumur resapan";BALI;0
136;24/12/2022 11:37;Zergan42088152;"""mangkrak"" sejak era Anies Baswedan!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/tLS60bqgFb";BALI;0
137;24/12/2022 11:34;Zergan42088152;Bapak politik identitas Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/WAxQO0Xrpo;BALI;0
138;24/12/2022 11:32;Zergan42088152;Identitas deklarator relawan Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/cL3g2rGWGe;BALI;0
139;24/12/2022 11:26;KimNana45945976;*mangkrak* sejak era Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/sOfoJ0e9dC;BALI;0
140;24/12/2022 11:23;KimNana45945976;Bapak politik identitas Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/aKRnvK5JBl;BALI;0
141;24/12/2022 11:17;KimNana45945976;Identitas deklarator relawan Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/P8vlj4DQzq;BALI;0
142;24/12/2022 07:12;HasanGazali6;@R_min80 @aniesbaswedan Ini yg bikin kehilangan keoeercayaan;BALI;0
143;23/12/2022 13:01;PetraSaurusss;@bedjho_ @jokowi Pak @aniesbaswedan mohon bantuanya temen saya jomblo pak ditinggal nikah;BALI;0
144;23/12/2022 11:19;anonyanone;Anies Baswedan kerja asal-asalan! ga becus kerja juga #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/Z6q5JsVuIv;BALI;0
145;22/12/2022 19:31;el_misbah_;@yusuf_dumdum @aniesbaswedan @KPK_RI Mending naik kereta gk sih;BALI;0
146;22/12/2022 16:29;erizalamin;@ReedDragooN @aniesbaswedan Hubungannya apa dengan Hari Ibu? 🤔🤔;BALI;0
147;22/12/2022 15:45;fransiscusario;@yusuf_dumdum @aniesbaswedan @KPK_RI Mungkin mereka sungkan 🤭;BALI;0
148;22/12/2022 13:54;NayraAthalia;Anies Baswedan Budak FPI Biadap #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/WsmwZF9F8G;BALI;0
149;21/12/2022 21:21;HasanGazali6;@SemutMerah2024 @bawaslu_RI @aniesbaswedan Begitu takutnya ama Mr. ANIS, wong Anis lewat aja mereka pada nungguin ingin menyapa Gasah sosialisasi, dengar batuknya aja rakyat dah bingung nyari dimana sumber batuknya.;BALI;0
150;21/12/2022 18:18;tabascopepsauce;@aniesbaswedan @InfokomJakmania @Persija_Jkt abud abud, 5th lu ngapain aja sich? Bacot doang? Untung DKI udah bebas dari penjajah yemen. #aniesPendukungKhilafah #aniesDidukungKoruptor #aniesNasdemOut #aniesDidukungKHILAFAH #aniesMelacurKAHMI #aniesGabenerPembohong #aniesPendukungFPI #aniesBaswedan #anies  https://t.co/M0I80KRScw;BALI;0
151;21/12/2022 14:25;KimNana45945976;Anies Baswedan melecehkan batik #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/ckf8tamOxB;BALI;0
152;21/12/2022 11:12;Mallorycutja;Anies Baswedan telah melecahkan Batik #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/T1R9C3wACk;BALI;0
153;21/12/2022 11:12;Mallorycutja;Anies baswedan mau nutupi biar asli pribumi tapi keceplosan haha #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/3j2W6MMoZb;BALI;0
154;21/12/2022 07:38;watzurafy;@YoutubeILC @prabowo @ganjarpranowo @aniesbaswedan @airlangga_hrt Inilah hebatnya negara +62 pemilihan belum diadakan... Tapi presiden n wakil presiden sdah bisa diprediksi siapa yg terpilih........ Hebaaaaaattttt bos ku;BALI;0
155;20/12/2022 20:05;nasrullahsyari2;@rusdisukma01 @aniesbaswedan @InfokomJakmania @Persija_Jkt Gagak terluka Terpuruk mati Gagah di muka Buruk di hati;BALI;0
156;20/12/2022 13:36;tianaresdu;Anies Baswedan Gagal Bahagiakan Warga DKI Janjinya enak didenga Perih Dirasakan ‼️  #BapakPolitikIndentitas #AniesNasdemOut  https://t.co/6quqcbwP79;BALI;0
157;20/12/2022 10:20;JustPlayIt14;Waspada Anies Baswedan Pendukung Radikalisme. Anies nggak bener #HTIFPIDukungAnies #AniesDidukungKHILAFAH #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/1GLBnj0aZY;BALI;0
158;20/12/2022 08:28;Cahyadi_HP;"@YoutubeILC @prabowo @ganjarpranowo @aniesbaswedan @airlangga_hrt Pemilu tuh nyari pemimpin utk seluruh anak bangsa. BUKAN NYARI PETUGAS PARTAI (LAGI). Itu opini saya &amp; keluarga sih. 😏";BALI;0
159;20/12/2022 07:15;erizalamin;@Pencerah___ @aniesbaswedan Di @MataNajwa Agustus 2018  https://t.co/8dhKMnMMXX;BALI;1
160;19/12/2022 21:33;nasrullahsyari2;@YoutubeILC @prabowo @ganjarpranowo @aniesbaswedan @airlangga_hrt Anies is the best;BALI;1
161;19/12/2022 18:32;Rosemarindaa;@hiroafdani99 tolak anies baswedan!;BALI;0
162;19/12/2022 14:45;sheva961;@tvOneNews terserah mereka mau merekayasa apapun untuk menggagalkan Pak Anies Baswedan yang penting KPU dan KPK adalah BUKAN ALAT PENGUASA, jika sudah terlabel sebagai ALAT PENGUASA maka DEMOKRASI SUDAH MATI  https://t.co/F1OUJlfzbZ;BALI;0
163;19/12/2022 10:35;Putri28379580;Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitasKetuk  https://t.co/1WYK5DV32S;BALI;0
164;19/12/2022 10:33;Putri28379580;Anies Baswedan bikin masa di Makassar. #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitasKetuk  https://t.co/1vnNqrqazr;BALI;0
165;19/12/2022 05:12;HasanGazali6;@DFighter___ @aniesbaswedan KOMUNIS PALING PINTAR PUTAR BALIKKAN FAKTA EMANG KERJAAN MEREKA ADU DIMBA, FITNAH, MENYUSUP. JIKA SUDAH DIANGGAP PAS, MEREKA AKAN KERJA DENGAN BENGISNYA.;BALI;0
166;19/12/2022 05:10;mister_ulap;@putrabu97594522 @max_anthon @Sukardi2017 @aniesbaswedan Ga ikut bayar aj koar²;BALI;0
167;18/12/2022 18:51;GiantAtik;@aniesbaswedan Apa yang Menyebabkan Ketua DPR BHS  Inggris Glebotan .Kaya Habis makan jengkol😆🕵️✍️  https://t.co/0SVJNfBmvV;BALI;0
168;18/12/2022 16:22;irfan_nuruddin;@han_pattinson @aniesbaswedan @NUgarislucu @largurda_ind Gak.;BALI;0
169;18/12/2022 16:17;irfan_nuruddin;@han_pattinson @aniesbaswedan @NUgarislucu @largurda_ind Paan sih lu Tong?  Nih Pak @aniesbaswedan juga pernah berkunjung ke pesantren gue.   https://t.co/LU75fK3VgY;BALI;0
170;18/12/2022 11:02;TomiTomigerobak;Itulah yang namanya keberpihakan menurut Anies Baswedan, omong kosong #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/efiwLaUNIz;BALI;0
171;18/12/2022 05:04;BadrulM67826208;@dinarArunika @aniesbaswedan Engga malu mereka sang pejuang asli mingkem melihat gerak gerik mereka.;BALI;0
172;17/12/2022 23:55;Intip_Momen;@Last__Sword @PutraPe68576956 @irfan_nuruddin @aniesbaswedan @NUgarislucu @largurda_ind Narasi sesate sing endi jane?;BALI;0
173;17/12/2022 21:50;AgusAzhari12;@PutraErlangga95 Siap mendukung Pak @aniesbaswedan Insya Allah  Presiden..🤲🤲;BALI;1
174;17/12/2022 10:15;budi_henca;@Gladislagiwoy @aniesbaswedan  https://t.co/BppvQamyWt;BALI;0
175;17/12/2022 09:21;JulieRa45390165;Anies Baswedan otak kosong, mana pantas jadi pemimpin negara!!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/vjs5ZSQjA8;BALI;0
176;17/12/2022 09:21;JulieRa45390165;Anies Baswedan anti kebhinekaan, tak layak jadi presiden!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/5tNB5ldVib;BALI;0
177;17/12/2022 09:21;JulieRa45390165;Budaya memakai batik dianggap pelanggaran oleh Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/RG0LcR2Q8L;BALI;0
178;17/12/2022 09:21;JulieRa45390165;Anies Baswedan budak FPI dan HTI #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/wgvka2Hdfj;BALI;0
179;17/12/2022 07:42;donny_fathur;@aniesbaswedan @NUgarislucu Materi ga paham ya d sebarin..ente itu emang kadang2 ente..mau nya nge lucu malah bikin kontra..np ga dr golongan nya sendiri yg d bt lucu2an..soalnya mrk udh pd badut semua..emang gol penyebar hoax ga bs d ilank in 😅;BALI;0
180;16/12/2022 17:34;BHaradaenyatiga;@hidahidaan @AnggaPutraF @aniesbaswedan @NUgarislucu Ngaca tong!!;BALI;0
181;16/12/2022 16:59;is_onemydo;@aniesbaswedan @NUgarislucu Mbulet ra karuan, tak golek i sing lucu ora onok blasss, nies nies ngomong opo kowe;BALI;0
182;16/12/2022 16:18;bacangku;"@aniesbaswedan biarkan orang"" yg tak suka bicara apa saja, sebab semua akan kembali pada dirinya. Menghentikan/ menyadarkan mereka ibarat menobatkan syaiton agar berhenti menyesatkan manusia.";BALI;1
